"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry (i.e. Promoter or Partner)";"PHON/Venue";"PHON/Third Patry (i.e. Promoter or Partner)";"POST/Venue";"POST/Third Patry (i.e. Promoter or Partner)";"SMS/Venue";"SMS/Third Patry (i.e. Promoter or Partner)";"SOCI/Venue";"SOCI/Third Patry (i.e. Promoter or Partner)"
NULL;"PR2 1LH";"53.7683609";"-2.7480564";"Student";"104854";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Lapsed Booker";"2528";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Regular Booker";"103798";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"102927";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Lapsed Booker";"102608";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105154";"Y";"Y";"Y";"N";"Y";"Y";"Y";"Y";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"101133";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"104853";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"PR2 1LH";"53.7683609";"-2.7480564";"Active Booker";"104275";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 2HE";"53.7604711";"-3.0334622";"Active Booker";"105356";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"104856";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"101105";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"103118";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105339";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"TQ13 7HB";"50.524502";"-3.7644217";"Student";"103778";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104294";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"105210";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"WN1 2QY";"53.5645182";"-2.6325223";"Active Booker";"105128";"N";"N";"Y";"N";"Y";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Regular Booker";"103793";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Active Booker";"104895";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105161";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"2591";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"DN38 6EL";"53.5612427";"-0.391";"Student";"105178";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105393";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"100433";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BL8 3HJ";"53.6092048";"-2.3393";"Lapsed Booker";"102469";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"104287";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104307";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102710";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"104949";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA8 0LX";"54.2924085";"-2.6926972";"Lapsed Booker";"2628";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA11 7RA";"54.1848925";"-2.9421963";"Lapsed Booker";"102487";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Regular Booker";"103650";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Active Booker";"105404";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104386";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102818";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FK2 0TN";"55.9818879";"-3.7121379";"Active Booker";"2650";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Regular Booker";"100256";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Regular Booker";"100444";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"WF7 7LT";"53.6480096";"-1.3362356";"Lapsed Booker";"102966";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR5 6AQ";"53.7164381";"-2.6402762";"Lapsed Booker";"102771";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105001";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Active Booker";"105372";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"M";NULL;NULL;NULL;"Active Booker";"2679";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"FY6 0EE";"53.9196633";"-2.9697789";"Regular Booker";"100442";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102733";"Y";"Y";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102698";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105403";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR5 0EN";"53.74275";"-2.60765";"Active Booker";"105182";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"SN8 2LA";"51.4555415";"-1.6410961";"Student";"103716";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102681";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104572";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"L6  8PQ";"53.4169655";"-2.9381379";"Lapsed Booker";"102790";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR8 3JA";"53.6034938";"-3.0302551";"Active Booker";"104980";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Active Booker";"103769";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA16 7DJ";"54.1885888";"-3.2019626";"Lapsed Booker";"102455";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102759";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102560";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102540";"Y";"Y";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"6292";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"103685";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102708";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Active Booker";"102082";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"2736";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BB10 3PZ";"53.8000995";"-2.2076351";"Active Booker";"104992";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"101325";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LL58 8PS";"53.2821753";"-4.0988144";"Lapsed Booker";"2764";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Active Booker";"100530";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104897";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 9WH";"53.7908375";"-2.6979167";"Student";"104896";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102755";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 3QZ";"53.7824";"-2.7246355";"Student";"102123";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Student";"2785";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"102724";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102909";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"WA13 0LB";"53.377604";"-2.47432";"Lapsed Booker";"103058";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"NE48 3LF";"55.0881691";"-2.2239559";"Regular Booker";"103790";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102691";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"HX7 8HY";"53.7476763";"-2.0054541";"Active Booker";"104929";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Student";"2802";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"105361";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 8JA";"54.1054419";"-2.7918837";"Active Booker";"104873";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"101466";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"2818";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Active Booker";"105216";"N";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"BB18 5AF";"53.9155513";"-2.1869049";"Active Booker";"105082";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105293";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102728";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104892";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"PR25 2TR";"53.6956947";"-2.698313";"Active Booker";"104993";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104861";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"102543";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BB9 6EZ";"53.8561385";"-2.2223179";"Active Booker";"105231";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105377";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"M";"BB7 9AJ";"53.8310458";"-2.4037993";"Student";"104388";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BS8 4HB";"51.4535654";"-2.617757";"Lapsed Booker";"102944";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 2BB";"54.205825";"-2.5969083";"Lapsed Booker";"2841";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR3 0TB";"53.882743";"-2.7994458";"Active Booker";"2845";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105066";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"2851";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Regular Booker";"103659";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104632";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB4 9LE";"53.7073257";"-2.2470138";"Active Booker";"105364";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"105272";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"2853";"Y";"?";"Y";"?";"N";"?";"?";"?";"?";"?"
"M";NULL;NULL;NULL;"Regular Booker";"2863";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"PR4 2BU";"53.7819528";"-2.8828197";"Regular Booker";"2859";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105419";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Student";"102322";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR4 0RU";"53.7957079";"-2.7781782";"Student";"103786";"Y";"N";"Y";"N";"Y";"Y";"Y";"N";"N";"N"
NULL;"BB8 9JQ";"53.8585543";"-2.1637257";"Active Booker";"104269";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Regular Booker";"103657";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"100783";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR1 7UG";"53.7701286";"-2.7101214";"Student";"105143";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"105302";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102127";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"2899";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Active Booker";"105937";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"OL14 5LT";"53.7181061";"-2.0927727";"Active Booker";"104304";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"N16 8ST";"51.5555853";"-0.0779539";"Student";"105255";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA12 9HX";"54.1822026";"-3.0863833";"Active Booker";"104864";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"103750";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Active Booker";"104280";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105395";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"WA15 6QR";"53.4011895";"-2.3278065";"Student";"105430";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 8EZ";"53.7821337";"-2.6966512";"Active Booker";"104310";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"2923";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105069";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"101346";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"SO50 7JW";"50.9627563";"-1.2968629";"Student";"104971";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"104919";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Regular Booker";"103661";"N";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
"M";"FY6 7EG";"53.8502603";"-2.9959212";"Lapsed Booker";"103040";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"L39 4TT";"53.5628475";"-2.8867034";"Regular Booker";"103743";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104875";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA9 7NN";"54.3148511";"-2.7328553";"Regular Booker";"103779";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Active Booker";"105212";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"M45 7WZ";"53.5472349";"-2.2997189";"Lapsed Booker";"102639";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104968";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105110";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"M45 7WZ";"53.5472349";"-2.2997189";"Active Booker";"104984";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"N16 8ST";"51.5555853";"-0.0779539";"Student";"103670";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"CA17 4AP";"54.4806058";"-2.350024";"Student";"105447";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102762";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"BL5 2PQ";"53.5429841";"-2.5259004";"Active Booker";"105367";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"7122";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"100056";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Lapsed Booker";"102773";"N";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 5BJ";"53.7966122";"-2.6392755";"Active Booker";"104454";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"M9  0GD";"53.5362";"-2.229328";"Lapsed Booker";"102628";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR6 9HX";"53.6324429";"-2.5984749";"Active Booker";"105112";"Y";"N";"Y";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"102525";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"2993";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102948";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102564";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 6BH";"53.7781575";"-2.6613736";"Active Booker";"104966";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA3 1UN";"54.0619372";"-2.8825314";"Lapsed Booker";"3008";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"FY2 9LQ";"53.8462008";"-3.0478893";"Active Booker";"105353";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA5 8JA";"54.1054419";"-2.7918837";"Active Booker";"3014";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104390";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Lapsed Booker";"3022";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"102350";"Y";"Y";"N";"N";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"CF31 4PP";"51.5143969";"-3.5931089";"Student";"105051";"N";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"M";"LA5 0SN";"54.1867024";"-2.8271845";"Lapsed Booker";"102961";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104391";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"DY1 2QH";"52.5115649";"-2.1065523";"Student";"104928";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD5 8PF";"53.63976";"-1.7490545";"Lapsed Booker";"102675";"Y";"Y";"N";"N";"Y";"N";"N";"N";"Y";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Active Booker";"103044";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"103057";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"103031";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Student";"104915";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"104950";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102902";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"104933";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"104488";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105343";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"CA10 1PR";"54.7003403";"-2.630437";"Active Booker";"105335";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102793";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104863";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102900";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Student";"102076";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"BB7 2DU";"53.8736387";"-2.3959476";"Student";"3117";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA12 7PU";"54.2065";"-3.0903819";"Lapsed Booker";"3126";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"PR4 5YT";"53.7262091";"-2.7807909";"Active Booker";"3128";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102803";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA7 7TZ";"54.2266742";"-2.7724253";"Active Booker";"102748";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Active Booker";"104979";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA5 0SN";"54.1867024";"-2.8271845";"Lapsed Booker";"3150";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 0SN";"54.1867024";"-2.8271845";"Lapsed Booker";"102330";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"CW11 1SP";"53.1506391";"-2.3637217";"Student";"104706";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Student";"105217";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105002";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR6 8JJ";"53.6916169";"-2.5865517";"Active Booker";"105181";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"103064";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
"M";"LA11 7RA";"54.1848925";"-2.9421963";"Lapsed Booker";"102097";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA3 1UN";"54.0619372";"-2.8825314";"Active Booker";"100095";"Y";"?";"Y";"?";"Y";"?";"Y";"?";"Y";"?"
"F";NULL;NULL;NULL;"Student";"105809";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102828";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105461";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
